,name,n_total,n_actives,baseline_rate,roc_auc,partial_auc_10,partial_auc_5,bedroc_20,bedroc_80,rie_20,average_precision,ap_lift,best_f1,ef_0.1%_ef,ef_0.1%_hits,ef_0.1%_hitrate,ef_0.5%_ef,ef_0.5%_hits,ef_0.5%_hitrate,ef_1%_ef,ef_1%_hits,ef_1%_hitrate,ef_2%_ef,ef_2%_hits,ef_2%_hitrate,ef_5%_ef,ef_5%_hits,ef_5%_hitrate,ef_10%_ef,ef_10%_hits,ef_10%_hitrate,ef_20%_ef,ef_20%_hits,ef_20%_hitrate,auac,recovery_0.1%,recovery_0.5%,recovery_1%,recovery_2%,recovery_5%,recovery_10%,recovery_20%
egfr,egfr,205632,4032,0.0196078431372549,0.8703184678819443,0.46674117599875586,0.3382282390676178,0.43320117516217066,0.3372288968650643,7.7342146702594805,0.21361170267464558,10.894196836406925,0.2788820501989366,33.58536585365854,135,0.6585365853658537,21.8784046692607,441,0.428988326848249,17.66147859922179,712,0.3463035019455253,13.667801556420233,1102,0.26799610894941633,9.281295593813832,1871,0.1819861881139967,6.35174828575597,2561,0.12454408403443078,3.897607353012693,3143,0.07642367358848418,0.8630602131139876,3.3482142857142856,10.9375,17.658730158730158,27.331349206349202,46.40376984126984,63.51686507936508,77.95138888888889
drd2,drd2,164373,3223,0.0196078431372549,0.9227117303503009,0.5921403609970957,0.4683419253621267,0.558371426211472,0.4699886327889243,9.680137240896986,0.34061205179142656,17.371214641362755,0.37681159415370385,45.40243902439025,146,0.8902439024390244,31.370280146163214,505,0.6151035322777101,24.67741935483871,795,0.4838709677419355,18.74292668086401,1208,0.36750836629145117,11.698101727914334,1885,0.22937454368459478,7.452819857638255,2402,0.14613372269878933,4.367129038145647,2815,0.08562998114011072,0.9144249676615515,4.52994104871238,15.668631709587341,24.66645982004344,37.48060812907229,58.485882717964635,74.52683834936394,87.34098665839281
adrb2,adrb2,15702,447,0.0284677111196026,0.7390860956579315,0.1752526219078059,0.09768169309655325,0.14531593974748924,0.0813505171152678,3.0715002812585617,0.07427925990907272,2.609245948752259,0.13935764830286,9.367337807606264,4,0.26666666666666666,4.053175012906557,9,0.11538461538461539,2.4611635959475056,11,0.07006369426751592,4.474842901722737,40,0.12738853503184713,3.445629034326508,77,0.0980891719745223,3.0428931731714615,136,0.08662420382165605,2.4499764886931987,219,0.0697452229299363,0.7322465226932149,0.8948545861297539,2.013422818791946,2.460850111856823,8.94854586129754,17.225950782997764,30.42505592841163,48.99328859060403
bace1,bace1,18706,485,0.025927509889874908,0.7737485409663823,0.11735411219749273,0.04476199151652931,0.08551965781583598,0.017744529350134996,2.249299101316878,0.058491575020737305,2.2559657780163134,0.1205194804974596,0.0,0,0.0,1.6588848242988583,4,0.043010752688172046,1.4437620596504768,7,0.0374331550802139,1.3406361982468713,13,0.034759358288770054,2.2275186063178785,54,0.057754010695187166,2.495645845967253,121,0.06470588235294118,2.4949787393524527,242,0.06468858593958834,0.7666489389258201,0.0,0.8247422680412372,1.443298969072165,2.6804123711340204,11.134020618556702,24.948453608247423,49.896907216494846
esr1,esr1,21445,627,0.029237584518535788,0.775644673522775,0.3211990819501526,0.235685809253218,0.31513353876845585,0.2997642653359015,5.458959034054541,0.16106055529323796,5.508681990850858,0.24492753618230087,9.77215766689451,6,0.2857142857142857,14.703900788504823,46,0.42990654205607476,13.425300719939186,84,0.3925233644859813,9.989063035669037,125,0.29205607476635514,6.412978468899522,201,0.1875,4.418893124092456,277,0.12919776119402984,3.0303030303030303,380,0.08859874096525996,0.7675688670583812,0.9569377990430622,7.336523125996811,13.397129186602871,19.936204146730464,32.057416267942585,44.1786283891547,60.60606060606061
hdac2,hdac2,10604,238,0.022444360618634477,0.8511179891597773,0.4074649346522325,0.28925770578345167,0.38585247227795166,0.3136506834673675,6.83694844631133,0.19296101693109904,8.597305140913338,0.2612903225333424,22.277310924369747,5,0.5,20.17567781829713,24,0.4528301886792453,14.2911051212938,34,0.32075471698113206,11.76914539400666,56,0.2641509433962264,8.070271127318852,96,0.1811320754716981,5.7164420485175205,136,0.12830188679245283,3.7829395909307117,180,0.08490566037735849,0.8432005204948823,2.100840336134454,10.084033613445378,14.285714285714285,23.52941176470588,40.33613445378151,57.14285714285714,75.63025210084034
jak2,jak2,6743,153,0.022690197241583866,0.8776364465867278,0.29402342626479017,0.1867257778174497,0.2812197829786223,0.19131412118440166,5.245623851173529,0.12335431395087229,5.436458424645306,0.18481848179818972,0.0,0,0.0,12.019607843137253,9,0.2727272727272727,9.209052775338991,14,0.208955223880597,8.551263291386206,26,0.19402985074626866,5.884971199162157,45,0.13353115727002968,4.707976959329725,72,0.10682492581602374,4.021396986094141,123,0.09124629080118694,0.8690440534313483,0.0,5.88235294117647,9.15032679738562,16.99346405228758,29.411764705882355,47.05882352941176,80.3921568627451
pparg,pparg,26589,723,0.027191695814058444,0.7712969352955262,0.2617249941955342,0.1668098131887088,0.23865169997974228,0.15172071842880164,4.444086113111943,0.10094715392819767,3.7124258309776597,0.19369120083744107,8.486753909990425,6,0.23076923076923078,3.6218722494656106,13,0.09848484848484848,5.828638534408518,42,0.15849056603773584,6.3024669651717975,91,0.1713747645951036,5.3130016953438925,192,0.14446952595936793,4.081602864912626,295,0.1109857035364936,3.0364180655955963,439,0.08256535640398721,0.7639368696598553,0.8298755186721992,1.7980636237897647,5.809128630705394,12.586445366528354,26.556016597510375,40.80221300138312,60.7192254495159
cyp3a4,cyp3a4,16983,333,0.0196078431372549,0.658553418283148,0.20496893289686086,0.16706616526436346,0.1795940940699905,0.20387903897727896,3.792966507520502,0.1111527195030328,5.6687886946546735,0.1674641148001362,44.625,14,0.875,20.642857142857142,34,0.40476190476190477,12.071005917159763,40,0.23668639053254437,7.672566371681417,51,0.1504424778761062,4.265017667844523,71,0.08362779740871613,2.7031802120141344,90,0.053003533568904596,1.9222614840989398,128,0.03769140164899882,0.6554050959633012,4.2042042042042045,10.21021021021021,12.012012012012011,15.315315315315313,21.32132132132132,27.027027027027028,38.43843843843844
fxa,fxa,22695,445,0.0196078431372549,0.8425093296300972,0.4522277490215882,0.36396919580861,0.44123448714464597,0.4480428295327367,7.861738339996861,0.31918781403747815,16.278578515911384,0.3551401868733489,51.0,22,1.0,37.91150442477876,84,0.7433628318584071,26.628318584070797,118,0.5221238938053098,16.32450331125828,145,0.3200883002207506,8.904761904761905,198,0.1746031746031746,5.664169237549581,252,0.11106214191273689,3.51685393258427,313,0.06895792024675039,0.8358091051090302,4.943820224719101,18.876404494382022,26.516853932584272,32.58426966292135,44.49438202247191,56.62921348314607,70.33707865168539
